"id","type","title","authors","venue","year","pages","url"
"journals_tvcg_diehlabeklkc25","article","An Analysis of the Interplay and Mutual Benefits of Grounded Theory and Visualization.","Alexandra Diehl; Alfie Abdul-Rahman; Benjamin Bach; Mennatallah El-Assady; Matthias Kraus; Robert S. Laramee; Daniel A. Keim; Min Chen","IEEE Trans. Vis. Comput. Graph.","2025","5462-5479","https://doi.org/10.1109/TVCG.2024.3452985"
"conf_chiwork_talypovavsww25","inproceedings","Are Six Minutes of Focus Enough? An Exploratory Study of Multitasking Patterns in Workplace Environments.","Dinara Talypova; Aku Visuri; Ambika Shahu; April Yi Wang; Philipp Wintersberger","CHIWORK","2025","9:1-9:15","https://doi.org/10.1145/3729176.3729198"
"journals_tochi_zimmermannsdm25","article","Authenticate as You Go: From Exploring Smart Home Authentication with Daily Objects to Authenticating with Primary Tasks.","Verena Zimmermann; Stina Schäfer; Markus Dürmuth; Karola Marky","ACM Trans. Comput. Hum. Interact.","2025","13:1-13:69","https://doi.org/10.1145/3702318"
"conf_chi_chensdz25","inproceedings","Beyond Deterrence: A Systematic Review of the Role of Autonomous Motivation in Organizational Security Behavior Studies.","Xiaowei Chen; Lorin Schöni; Verena Distler; Verena Zimmermann","CHI","2025","919:1-919:28","https://doi.org/10.1145/3706598.3713122"
"journals_corr_abs-2509-03271","article","Beyond Quantification: Navigating Uncertainty in Professional AI Systems.","Sylvie Delacroix; Diana Robinson; Umang Bhatt; Jacopo Domenicucci; Jessica Montgomery; Gaël Varoquaux; Carl Henrik Ek; Vincent Fortuin; Yulan He; Tom Diethe; Neill W. Campbell; Mennatallah El-Assady; Søren Hauberg; Ivana Dusparic; Neil D. Lawrence","CoRR","2025","","https://doi.org/10.48550/arXiv.2509.03271"
"journals_corr_abs-2509-20901","article","CafGa: Customizing Feature Attributions to Explain Language Models.","Alan Boyle; Furui Cheng; Vilém Zouhar; Mennatallah El-Assady","CoRR","2025","","https://doi.org/10.48550/arXiv.2509.20901"
"conf_iticse_susmscw25","inproceedings","Can GPT4 Generate Effective Feedback on Code Readability?","Xiaotian Su; Yajie Song; Marcus Messer; Jaromír Savelka; Maria Cutumisu; April Yi Wang","ITiCSE","2025","773","https://doi.org/10.1145/3724389.3730771"
"journals_corr_abs-2507-05010","article","Co-DETECT: Collaborative Discovery of Edge Cases in Text Classification.","Chenfei Xiong; Jingwei Ni; Yu Fan; Vilém Zouhar; Donya Rooein; Lorena Calvo-Bartolomé; Alexander Miserlis Hoyle; Zhijing Jin; Mrinmaya Sachan; Markus Leippold; Dirk Hovy; Mennatallah El-Assady; Elliott Ash","CoRR","2025","","https://doi.org/10.48550/arXiv.2507.05010"
"journals_corr_abs-2504-06374","article","Comparing Self-Disclosure Themes and Semantics to a Human, a Robot, and a Disembodied Agent.","Sophie Chiang; Guy Laban; Emily S. Cross; Hatice Gunes","CoRR","2025","","https://doi.org/10.48550/arXiv.2504.06374"
"journals_corr_abs-2505-07610","article","Concept-Level Explainability for Auditing & Steering LLM Responses.","Kenza Amara; Rita Sevastjanova; Mennatallah El-Assady","CoRR","2025","","https://doi.org/10.48550/arXiv.2505.07610"
"journals_ijhci_lutnykkskhr25","article","Context-Sensitive Augmented Reality Assistance in the Cockpit.","Luis Lutnyk; Kevin Gonyop Kim; Adrian Sarbach; Peter Kiefer; Ruth Häusler; Martin Raubal","Int. J. Hum. Comput. Interact.","2025","11149-11168","https://doi.org/10.1080/10447318.2024.2440976"
"journals_ijsr_labanmkc25","article","Coping with Emotional Distress via Self-Disclosure to Robots: An Intervention with Caregivers.","Guy Laban; Val Morrison; Arvid Kappas; Emily S. Cross","Int. J. Soc. Robotics","2025","1837-1870","https://doi.org/10.1007/s12369-024-01207-0"
"journals_corr_abs-2502-19133","article","DBox: Scaffolding Algorithmic Programming Learning through Learner-LLM Co-Decomposition.","Shuai Ma; Junling Wang; Yuanhao Zhang; Xiaojuan Ma; April Yi Wang","CoRR","2025","","https://doi.org/10.48550/arXiv.2502.19133"
"conf_spacechi_daltondmh25","inproceedings","Designing for Usability in Modular Space Habitats: A Space Syntax Perspective.","Nick Sheep Dalton; Ruth Conroy Dalton; Sam McElhinney; Christoph Hölscher","SpaceCHI","2025","4:1-4:16","https://doi.org/10.4230/OASIcs.SpaceCHI.2025.4"
"journals_corr_abs-2509-26210","article","Dia-Lingle: A Gamified Interface for Dialectal Data Collection.","Jiugeng Sun; Rita Sevastjanova; Sina Ahmadi; Rico Sennrich; Mennatallah El-Assady","CoRR","2025","","https://doi.org/10.48550/arXiv.2509.26210"
"journals_corr_abs-2504-15549","article","Do It For Me vs. Do It With Me: Investigating User Perceptions of Different Paradigms of Automation in Copilots for Feature-Rich Software.","Anjali Khurana; Xiaotian Su; April Yi Wang; Parmit K. Chilana","CoRR","2025","","https://doi.org/10.48550/arXiv.2504.15549"
"journals_corr_abs-2507-18802","article","DxHF: Providing High-Quality Human Feedback for LLM Alignment via Interactive Decomposition.","Danqing Shi; Furui Cheng; Tino Weinkauf; Antti Oulasvirta; Mennatallah El-Assady","CoRR","2025","","https://doi.org/10.48550/arXiv.2507.18802"
"conf_uist_shicwoe25","inproceedings","DxHF: Providing High-Quality Human Feedback for LLM Alignment with Interactive Decomposition.","Danqing Shi; Furui Cheng; Tino Weinkauf; Antti Oulasvirta; Mennatallah El-Assady","UIST","2025","123:1-123:14","https://doi.org/10.1145/3746059.3747600"
"journals_pacmhci_suz0ww25","article","Emotionally Aware Moderation: The Potential of Emotion Monitoring in Shaping Healthier Social Media Conversations.","Xiaotian Su; Naim Zierau; Soomin Kim; April Yi Wang; Thiemo Wambsganss","Proc. ACM Hum. Comput. Interact.","2025","1-28","https://doi.org/10.1145/3757472"
"conf_socrob_bruttinlc25","inproceedings","Empathy in Child-Robot Interaction: The Role of Narrative Framing, Age, Gender, and Baseline Empathy.","Marine Bruttin; Luca M. Leisten; Emily S. Cross","ICSR+AI","2025","42-57","https://doi.org/10.1007/978-981-95-2382-5_4"
"journals_corr_abs-2507-18607","article","Explainable Mapper: Charting LLM Embedding Spaces Using Perturbation-Based Explanation and Verification Agents.","Xinyuan Yan; Rita Sevastjanova; Sinie van der Ben; Mennatallah El-Assady; Bei Wang","CoRR","2025","","https://doi.org/10.48550/arXiv.2507.18607"
"conf_chi_preuschenbsz25","inproceedings","Fear, Fun or None: A Qualitative Quest Towards Unlocking Cybersecurity Attitudes.","Alexandra von Preuschen; Carolin Benda; Monika Christine Schuhmacher; Verena Zimmermann","CHI","2025","1091:1-1091:24","https://doi.org/10.1145/3706598.3713538"
"conf_chi_duckhcse25","inproceedings","Finding Needles in Document Haystacks: Augmenting Serendipitous Claim Retrieval Workflows.","Moritz Dück; Steffen Holter; Robin Shing Moon Chan; Rita Sevastjanova; Mennatallah El-Assady","CHI","2025","1003:1-1003:17","https://doi.org/10.1145/3706598.3713715"
"journals_ijcip_zimmermannfsizu25","article","From antagonisms to synergies: A systematic review of safety-security interrelations.","Verena Zimmermann; Linda Fanconi; Hannah Sievers; Yanis Isenring; Lisa Marie Zankel; Marita Unden","Int. J. Crit. Infrastructure Prot.","2025","100808","https://doi.org/10.1016/j.ijcip.2025.100808"
"journals_corr_abs-2506-03735","article","Generating Pedagogically Meaningful Visuals for Math Word Problems: A New Benchmark and Analysis of Text-to-Image Models.","Junling Wang; Anna Rutkiewicz; April Yi Wang; Mrinmaya Sachan","CoRR","2025","","https://doi.org/10.48550/arXiv.2506.03735"
"journals_corr_abs-2507-17760","article","How Instructional Sequence and Personalized Support Impact Diagnostic Strategy Learning.","Fatma Betül Güres; Tanya Nazaretsky; Bahar Radmehr; Martina A. Rau; Tanja Käser","CoRR","2025","","https://doi.org/10.48550/arXiv.2507.17760"
"conf_chi_rooksbygmc25","inproceedings","How do people in the UK and Japan imagine an encounter with a robot?: a story-stem study.","Maki Rooksby; Terry J. Goetz; Yumiko Muto; Emily S. Cross","CHI Extended Abstracts","2025","325:1-325:6","https://doi.org/10.1145/3706599.3720127"
"conf_cogsci_putkonenah25","inproceedings","Inferring Traders' Price Expectations from Time Series Data with POMDPs.","Aini Putkonen; Sandra Andraszewicz; Christoph Hoelscher","CogSci","2025","","https://escholarship.org/uc/item/88f6m6cr"
"journals_ce_rhorz25","article","Inoculating students against misleading data visualizations with perceptual training and informative feedback.","Jihyun Rho; Martina Angela Rau; Xiaojin Zhu","Comput. Educ.","2025","105413","https://doi.org/10.1016/j.compedu.2025.105413"
"conf_chi_schonirss0z25","inproceedings","It's a Match - Enhancing the Fit between Users and Phishing Training through Personalisation.","Lorin Schöni; Neele Roch; Hannah Sievers; Martin Strohmeier; Peter Mayer; Verena Zimmermann","CHI","2025","592:1-592:25","https://doi.org/10.1145/3706598.3713845"
"journals_cgf_sevastjanovagse25","article","LayerFlow: Layer-wise Exploration of LLM Embeddings using Uncertainty-aware Interlinked Projections.","Rita Sevastjanova; Robin Gerling; Thilo Spinner; Mennatallah El-Assady","Comput. Graph. Forum","2025","","https://doi.org/10.1111/cgf.70123"
"journals_corr_abs-2501-09892","article","Learning from Mistakes: Understanding Ad-hoc Logs through Analyzing Accidental Commits.","Yi-Hung Chou; Yiyang Min; April Yi Wang; James A. Jones","CoRR","2025","","https://doi.org/10.48550/arXiv.2501.09892"
"journals_cybersecurity_ebertsagtkz25","article","Learning from safety science: designing incident reporting systems in cybersecurity.","Nico Ebert; Thierry Schaltegger; Benjamin Ambuehl; Tim Geppert; Ariane Trammell; Melanie Knieps; Verena Zimmermann","J. Cybersecur.","2025","","https://doi.org/10.1093/cybsec/tyaf019"
"conf_sp_zimmermanntsfih25","inproceedings","Let's Get Visual - Testing Visual Analogies and Metaphors for Conveying Privacy Policies and Data Handling Information.","Verena Zimmermann; Adrienn Toth; Hannah Sievers; Linda Fanconi; Yanis Isenring; Mona Henz; Alina Stöver; Nina Gerber","SP","2025","2303-2321","https://doi.org/10.1109/SP61157.2025.00240"
"conf_hri_deshmukhcf25","inproceedings","Leveraging Social Robots to Promote Hand Hygiene: A Cross-Cultural and Socio-Economic Study of Children in Diverse School Settings.","Amol Deshmukh; Emily S. Cross; Mary Ellen Foster","HRI","2025","371-380","https://doi.org/10.1109/HRI61500.2025.10974217"
"journals_pacmcgit_wangcwkr25","article","Leveraging Temporal Gaze Patterns for Intelligent Segmentation in Mobile Eye-Tracking.","Shupeng Wang; Yizi Chen; Sidi Wu; Peter Kiefer; Martin Raubal","Proc. ACM Comput. Graph. Interact. Tech.","2025","26:1-26:17","https://doi.org/10.1145/3729412"
"journals_pacmhci_castnerklm25","article","PACMHCI V9, N3, May 2025 Editorial.","Nora Jane Castner; Peter Kiefer; Jochen Laubrock; Carlos H. Morimoto","Proc. ACM Hum. Comput. Interact.","2025","1","https://doi.org/10.1145/3725826"
"conf_cogsci_rhobcrz25","inproceedings","Perceptually Training Viewers against Misleading Data Visualizations with Informative feedback.","Jihyun Rho; Shubham Kumar Bharti; Shiyun Cheng; Martina A. Rau; Jerry Zhu","CogSci","2025","","https://escholarship.org/uc/item/6pt7c1m8"
"journals_tvcg_narechaniaoee25","article","ProvenanceWidgets: A Library of UI Control Elements to Track and Dynamically Overlay Analytic Provenance.","Arpit Narechania; Kaustubh Odak; Mennatallah El-Assady; Alex Endert","IEEE Trans. Vis. Comput. Graph.","2025","1235-1245","https://doi.org/10.1109/TVCG.2024.3456144"
"conf_acl_spinnerskskdse25","inproceedings","Revealing the Unwritten: Visual Investigation of Beam Search Trees to Address Language Model Prompting Challenges.","Thilo Spinner; Rita Sevastjanova; Rebecca Kehlbeck; Tobias Stähle; Daniel A. Keim; Oliver Deussen; Andreas Spitz; Mennatallah El-Assady","ACL","2025","295-306","https://doi.org/10.18653/v1/2025.acl-demo.29"
"journals_corr_abs-2502-21038","article","Reward Learning from Multiple Feedback Types.","Yannick Metz; András Geiszl; Raphaël Baur; Mennatallah El-Assady","CoRR","2025","","https://doi.org/10.48550/arXiv.2502.21038"
"conf_ro-man_chianglcg25","inproceedings","Self-Disclosure Themes and Semantics Across Human, Robotic, and Disembodied Conversational Partners.","Sophie Chiang; Guy Laban; Emily S. Cross; Hatice Gunes","RO-MAN","2025","2012-2017","https://doi.org/10.1109/RO-MAN63969.2025.11217701"
"journals_corr_abs-2512-07483","article","SemanticTours: A Conceptual Framework for Non-Linear, Knowledge Graph-Driven Data Tours.","Daniel Fürst; Matthijs Jansen op de Haar; Mennatallah El-Assady; Daniel A. Keim; Maximilian T. Fischer","CoRR","2025","","https://doi.org/10.48550/arXiv.2512.07483"
"conf_acl_wanwlz0z0w25","inproceedings","Sign2Vis: Automated Data Visualization from Sign Language.","Yao Wan; Yang Wu; Zhen Li; Guobiao Zhang; Hongyu Zhang; Zhou Zhao; Hai Jin; April Yi Wang","ACL (Findings)","2025","17839-17857","https://aclanthology.org/2025.findings-acl.918/"
"conf_chi_xiaoczkkkhsr25","inproceedings","Sketch2Terrain: AI-Driven Real-Time Terrain Sketch Mapping in Augmented Reality.","Tianyi Xiao; Yizi Chen; Sailin Zhong; Peter Kiefer; Jakub Krukar; Kevin Gonyop Kim; Lorenz Hurni; Angela Schwering; Martin Raubal","CHI","2025","553:1-553:24","https://doi.org/10.1145/3706598.3713467"
"conf_vl_yangzow25","inproceedings","Spark: Real-Time Monitoring of Multi-Faceted Programming Exercises.","Yinuo Yang; Ashley Ge Zhang; Steve Oney; April Yi Wang","VL/HCC","2025","81-92","https://doi.org/10.1109/VL-HCC65237.2025.00018"
"conf_chi_schonissz25","inproceedings","Stop the Clock - Counteracting Bias Exploited by Attackers through an Interactive Augmented Reality Phishing Training.","Lorin Schöni; Martin Strohmeier; Ivo Sluganovic; Verena Zimmermann","CHI","2025","594:1-594:23","https://doi.org/10.1145/3706598.3714023"
"conf_ro-man_leistencc25","inproceedings","Teachers perceive distinct competency profiles in soft and hard social robots for supporting learning.","Luca M. Leisten; Nathan Caruana; Emily S. Cross","RO-MAN","2025","1685-1692","https://doi.org/10.1109/RO-MAN63969.2025.11217892"
"journals_thri_bretinkco25","article","The Role of Drone's Digital Facial Emotions and Gaze in Shaping Individuals' Social Proxemics and Interpretation.","Robin Bretin; Mohamed Khamis; Emily S. Cross; Mohammad Obaid","ACM Trans. Hum. Robot Interact.","2025","48:1-48:34","https://doi.org/10.1145/3714477"
"journals_corr_abs-2506-03402","article","The Stress of Improvisation: Instructors' Perspectives on Live Coding in Programming Classes.","Xiaotian Su; April Yi Wang","CoRR","2025","","https://doi.org/10.48550/arXiv.2506.03402"
"journals_corr_abs-2509-18008","article","Through the Lens of Human-Human Collaboration: A Configurable Research Platform for Exploring Human-Agent Collaboration.","Bingsheng Yao; Jiaju Chen; Chaoran Chen; April Yi Wang; Toby Jia-jun Li; Dakuo Wang","CoRR","2025","","https://doi.org/10.48550/arXiv.2509.18008"
"conf_chi_yarmandrthww25","inproceedings","Towards Dialogic and On-Demand Metaphors for Interdisciplinary Reading.","Matin Yarmand; Courtney N. Reed; Udayan Tandon; Eric B. Hekler; Nadir Weibel; April Yi Wang","CHI","2025","1069:1-1069:19","https://doi.org/10.1145/3706598.3713698"
"conf_soups_gerberzpr25","inproceedings","Unpacking the Social and Emotional Dimensions of Security and Privacy User Engagement.","Nina Gerber; Verena Zimmermann; Alexandra von Preuschen; Karen Renaud","SOUPS","2025","535-554","https://www.usenix.org/conference/soups2025/presentation/gerber"
"journals_corr_abs-2504-17551","article","Unsupervised Urban Land Use Mapping with Street View Contrastive Clustering and a Geographical Prior.","Lin Che; Yizi Chen; Tanhua Jin; Martin Raubal; Konrad Schindler; Peter Kiefer","CoRR","2025","","https://doi.org/10.48550/arXiv.2504.17551"
"conf_ro-man_vogescf25","inproceedings","What Was I Made for? Evaluating the Effectiveness of Layperson-Designed Robots.","Amelie Voges; Emily S. Cross; Mary Ellen Foster","RO-MAN","2025","981-987","https://doi.org/10.1109/RO-MAN63969.2025.11217670"
"conf_iticse_lopezxcuww25","inproceedings","datAR: A Situated Learning Approach for Data Literacy Through Everyday Objects.","Lilian Lopez; Zeyu Xiong; Kiara Chau; Gustavo Umbelino; Zihan Wu; April Yi Wang","ITiCSE","2025","152-158","https://doi.org/10.1145/3724363.3729047"
"journals_ijmms_hazwanimeb25","article","f-RecX: A framework for designing effective textual explanations in recommender systems' user interfaces.","Ibrahim Al Hazwani; Gabriela Morgenshtern; Mennatallah El-Assady; Jürgen Bernard","Int. J. Hum. Comput. Stud.","2025","103627","https://doi.org/10.1016/j.ijhcs.2025.103627"
"journals_corr_abs-2404-04695","article","""Don't Step on My Toes"": Resolving Editing Conflicts in Real-Time Collaboration in Computational Notebooks.","April Yi Wang; Zihan Wu; Christopher Brooks; Steve Oney","CoRR","2024","","https://doi.org/10.48550/arXiv.2404.04695"
"journals_tiis_spinnerksskde24","article","-generAItor: Tree-in-the-loop Text Generation for Language Model Explainability and Adaptation.","Thilo Spinner; Rebecca Kehlbeck; Rita Sevastjanova; Tobias Stähle; Daniel A. Keim; Oliver Deussen; Mennatallah El-Assady","ACM Trans. Interact. Intell. Syst.","2024","14","https://doi.org/10.1145/3652028"
"conf_eurova-ws_2024","proceedings","15th International EuroVis Workshop on Visual Analytics, EuroVA@EuroVis 2024, Odense, Denmark, May 27, 2024","","EuroVA@EuroVis","2024","","https://diglib.eg.org/handle/10.2312/3606994"
"journals_tvcg_cenedacemta24","article","A Heuristic Approach for Dual Expert/End-User Evaluation of Guidance in Visual Analytics.","Davide Ceneda; Christopher Collins; Mennatallah El-Assady; Silvia Miksch; Christian Tominski; Alessio Arleo","IEEE Trans. Vis. Comput. Graph.","2024","997-1007","https://doi.org/10.1109/TVCG.2023.3327152"
"conf_soups_preuschensz24","inproceedings","Beyond Fear and Frustration - Towards a Holistic Understanding of Emotions in Cybersecurity.","Alexandra von Preuschen; Monika C. Schuhmacher; Verena Zimmermann","SOUPS @ USENIX Security Symposium","2024","623-642","https://www.usenix.org/conference/soups2024/presentation/von-preuschen"
"journals_popets_schonikz24","article","Block Cookies, Not Websites: Analysing Mental Models and Usability of the Privacy-Preserving Browser Extension CookieBlock.","Lorin Schöni; Karel Kubicek; Verena Zimmermann","Proc. Priv. Enhancing Technol.","2024","192-216","https://doi.org/10.56553/popets-2024-0012"
"journals_ijsr_labankmc24","article","Building Long-Term Human-Robot Relationships: Examining Disclosure, Perception and Well-Being Across Time.","Guy Laban; Arvid Kappas; Val Morrison; Emily S. Cross","Int. J. Soc. Robotics","2024","1-27","https://doi.org/10.1007/s12369-023-01076-z"
"conf_cosit_kimkzkr24","inproceedings","Can You Sketch in 3D? Exploring Perceived Feasibility and Use Cases of 3D Sketch Mapping.","Kevin Gonyop Kim; Tiffany C. K. Kwok; Sailin Zhong; Peter Kiefer; Martin Raubal","COSIT","2024","3:1-3:17","https://doi.org/10.4230/LIPIcs.COSIT.2024.3"
"journals_corr_abs-2412-06543","article","Challenges and Opportunities for Visual Analytics in Jurisprudence.","Daniel Fürst; Mennatallah El-Assady; Daniel A. Keim; Maximilian T. Fischer","CoRR","2024","","https://doi.org/10.48550/arXiv.2412.06543"
"journals_corr_abs-2405-08468","article","Challenges and Opportunities in Text Generation Explainability.","Kenza Amara; Rita Sevastjanova; Mennatallah El-Assady","CoRR","2024","","https://doi.org/10.48550/arXiv.2405.08468"
"journals_ijsr_bretinck24","article","Co-existing with Drones: A Virtual Exploration of Proxemic Behaviours and Users' Insights on Social Drones.","Robin Bretin; Emily S. Cross; Mohamed Khamis","Int. J. Soc. Robotics","2024","547-567","https://doi.org/10.1007/s12369-024-01111-7"
"conf_chi_markyspbgz0am24","inproceedings","Decide Yourself or Delegate - User Preferences Regarding the Autonomy of Personal Privacy Assistants in Private IoT-Equipped Environments.","Karola Marky; Alina Stöver; Sarah Prange; Kira Bleck; Paul Gerber; Verena Zimmermann; Florian Müller; Florian Alt; Max Mühlhäuser","CHI","2024","851:1-851:20","https://doi.org/10.1145/3613904.3642591"
"journals_cgf_holtere24","article","Deconstructing Human-AI Collaboration: Agency, Interaction, and Adaptation.","Steffen Holter; Mennatallah El-Assady","Comput. Graph. Forum","2024","","https://doi.org/10.1111/cgf.15107"
"journals_chb_colombomgths24","article","Detecting cognitive impairment through an age-friendly serious game: The development and usability of the spatial performance assessment for cognitive evaluation (SPACE).","Giorgio Colombo; Karolina Minta; Jascha Grübel; Wei Lin Eunice Tai; Christoph Hölscher; Victor R. Schinazi","Comput. Hum. Behav.","2024","108349","https://doi.org/10.1016/j.chb.2024.108349"
"journals_tlt_sungrv24","article","Development of an Intelligent Tutoring System That Assesses Internal Visualization Skills in Engineering Using Multimodal Triangulation.","Hanall Sung; Martina A. Rau; Barry D. Van Veen","IEEE Trans. Learn. Technol.","2024","1625-1638","https://doi.org/10.1109/TLT.2024.3396393"
"journals_tochi_gerberspz24","article","Don't Accept All and Continue: Exploring Nudges for More Deliberate Interaction with Tracking Consent Notices.","Nina Gerber; Alina Stöver; Justin Peschke; Verena Zimmermann","ACM Trans. Comput. Hum. Interact.","2024","1:1-1:36","https://doi.org/10.1145/3617363"
"conf_ide_wang00o24","inproceedings","Don't Step on My Toes: Resolving Editing Conflicts in Real-Time Collaboration in Computational Notebooks.","April Yi Wang; Zihan Wu; Christopher Brooks; Steve Oney","IDE@ICSE","2024","47-52","https://doi.org/10.1145/3643796.3648453"
"journals_corr_abs-2411-10687","article","EDBooks: AI-Enhanced Interactive Narratives for Programming Education.","Steve Oney; Yue Shen; Fei Wu; Young Suh Hong; Ziang Wang; Yamini Khajekar; Jiacheng Zhang; April Yi Wang","CoRR","2024","","https://doi.org/10.48550/arXiv.2411.10687"
"journals_thms_chakrabortykr24","article","Estimating Perceived Mental Workload From Eye-Tracking Data Based on Benign Anisocoria.","Suvodip Chakraborty; Peter Kiefer; Martin Raubal","IEEE Trans. Hum. Mach. Syst.","2024","499-507","https://doi.org/10.1109/THMS.2024.3432864"
"journals_tvcg_dennigmke24","article","FS/DS: A Theoretical Framework for the Dual Analysis of Feature Space and Data Space.","Frederik L. Dennig; Matthias Miller; Daniel A. Keim; Mennatallah El-Assady","IEEE Trans. Vis. Comput. Graph.","2024","5165-5182","https://doi.org/10.1109/TVCG.2023.3288356"
"conf_chi_krukardhdvw24","inproceedings","HabiTech: Inhabiting Buildings, Data & Technology.","Jakub Krukar; Ruth Conroy Dalton; Christoph Hoelscher; Nick Sheep Dalton; Christian Veddeler; Mikael Wiberg","CHI Extended Abstracts","2024","474:1-474:5","https://doi.org/10.1145/3613905.3636320"
"conf_ro-man_vogesfc24","inproceedings","Human, Animal, or Machine? A Design-Based Exploration of Social Robot Embodiment with a Creative Toolkit*.","Amelie Voges; Mary Ellen Foster; Emily S. Cross","RO-MAN","2024","1331-1338","https://doi.org/10.1109/RO-MAN60168.2024.10731416"
"journals_cacm_zimmermannssake24","article","Human-Centered Cybersecurity Revisited: From Enemies to Partners.","Verena Zimmermann; Lorin Schöni; Thierry Schaltegger; Benjamin Ambuehl; Melanie Knieps; Nico Ebert","Commun. ACM","2024","72-81","https://doi.org/10.1145/3665665"
"conf_chi_hardenwfikwz024","inproceedings","Human-Notebook Interactions: The CHI of Computational Notebooks.","Jesse Harden; April Yi Wang; Rebecca Faust; Katherine E. Isaacs; Nurit Kirshenbaum; John E. Wenskovitch; Jian Zhao; Chris North","CHI Extended Abstracts","2024","478:1-478:6","https://doi.org/10.1145/3613905.3636318"
"conf_isgteurope_tischbeinhku24","inproceedings","Influence of Local Reactive Power Control on the Quality of Grid Topology Identification.","Franziska Tischbein; Christoph Hölscher; Florian Klein-Helmkamp; Andreas Ulbig","ISGT EUROPE","2024","1-6","https://doi.org/10.1109/ISGTEUROPE62998.2024.10863098"
"journals_corr_abs-2405-00708","article","Interactive Analysis of LLMs using Meaningful Counterfactuals.","Furui Cheng; Vilém Zouhar; Robin Shing Moon Chan; Daniel Fürst; Hendrik Strobelt; Mennatallah El-Assady","CoRR","2024","","https://doi.org/10.48550/arXiv.2405.00708"
"journals_corr_abs-2411-11761","article","Mapping out the Space of Human Feedback for Reinforcement Learning: A Conceptual Framework.","Yannick Metz; David Lindner; Raphaël Baur; Mennatallah El-Assady","CoRR","2024","","https://doi.org/10.48550/arXiv.2411.11761"
"journals_corr_abs-2407-05427","article","MelodyVis: Visual Analytics for Melodic Patterns in Sheet Music.","Matthias Miller; Daniel Fürst; Maximilian T. Fischer; Hanna Hauptmann; Daniel A. Keim; Mennatallah El-Assady","CoRR","2024","","https://doi.org/10.48550/arXiv.2407.05427"
"conf_soups_rochssz24","inproceedings","Navigating Autonomy: Unveiling Security Experts' Perspectives on Augmented Intelligence in Cybersecurity.","Neele Roch; Hannah Sievers; Lorin Schöni; Verena Zimmermann","SOUPS @ USENIX Security Symposium","2024","41-60","https://www.usenix.org/conference/soups2024/presentation/roch"
"journals_corr_abs-2409-16756","article","Navigating the Maze of Explainable AI: A Systematic Approach to Evaluating Methods and Metrics.","Lukas Klein; Carsten T. Lüth; Udo Schlegel; Till J. Bungert; Mennatallah El-Assady; Paul F. Jäger","CoRR","2024","","https://doi.org/10.48550/arXiv.2409.16756"
"journals_corr_abs-2406-02329","article","On Affine Homotopy between Language Encoders.","Robin Chan; Reda Boumasmoud; Anej Svete; Yuxin Ren; Qipeng Guo; Zhijing Jin; Shauli Ravfogel; Mrinmaya Sachan; Bernhard Schölkopf; Mennatallah El-Assady; Ryan Cotterell","CoRR","2024","","https://doi.org/10.48550/arXiv.2406.02329"
"journals_pacmhci_duchowskikkl24","article","PACMHCI V8, ETRA, May 2024 Editorial.","Andrew T. Duchowski; Peter Kiefer; Krzysztof Krejtz; Jochen Laubrock","Proc. ACM Hum. Comput. Interact.","2024","1","https://doi.org/10.1145/3655595"
"journals_tvcg_sevastjanovahde24","article","Personalized Language Model Selection Through Gamified Elicitation of Contrastive Concept Preferences.","Rita Sevastjanova; Hanna Hauptmann; Sebastian Deterding; Mennatallah El-Assady","IEEE Trans. Vis. Comput. Graph.","2024","5449-5465","https://doi.org/10.1109/TVCG.2023.3296905"
"conf_nips_varbellaages24","inproceedings","PowerGraph: A power grid benchmark dataset for graph neural networks.","Anna Varbella; Kenza Amara; Blazhe Gjorgiev; Mennatallah El-Assady; Giovanni Sansavini","NeurIPS","2024","","http://papers.nips.cc/paper_files/paper/2024/hash/c7caf017cbbca1f4b368ffdc7bb8f319-Abstract-Datasets_and_Benchmarks_Track.html"
"conf_chi_chengzasse24","inproceedings","RELIC: Investigating Large Language Model Responses using Self-Consistency.","Furui Cheng; Vilém Zouhar; Simran Arora; Mrinmaya Sachan; Hendrik Strobelt; Mennatallah El-Assady","CHI","2024","647:1-647:18","https://doi.org/10.1145/3613904.3641904"
"conf_um_hazwanilireb24","inproceedings","ScrollyPOI: A Narrative-Driven Interactive Recommender System for Points-of-Interest Exploration and Explainability.","Ibrahim Al Hazwani; Tiantian Luo; Oana Inel; Francesco Ricci; Mennatallah El-Assady; Jürgen Bernard","UMAP (Adjunct Publication)","2024","","https://doi.org/10.1145/3631700.3665183"
"journals_corr_abs-2402-09259","article","SyntaxShap: Syntax-aware Explainability Method for Text Generation.","Kenza Amara; Rita Sevastjanova; Mennatallah El-Assady","CoRR","2024","","https://doi.org/10.48550/arXiv.2402.09259"
"journals_gis_chakrabortykr24","article","The influence of uncertainty visualization on cognitive load in a safety- and time-critical decision-making task.","Suvodip Chakraborty; Peter Kiefer; Martin Raubal","Int. J. Geogr. Inf. Sci.","2024","1583-1610","https://doi.org/10.1080/13658816.2024.2348747"
"journals_corr_abs-2405-14107","article","Towards Feature Engineering with Human and AI's Knowledge: Understanding Data Science Practitioners' Perceptions in Human&AI-Assisted Feature Engineering Design.","Qian Zhu; Dakuo Wang; Shuai Ma; April Yi Wang; Zixin Chen; Udayan Khurana; Xiaojuan Ma","CoRR","2024","","https://doi.org/10.48550/arXiv.2405.14107"
